perl-io-html 1.004-3
perl-libintl-perl 1.32-3
perl-libwww 6.60-2
perl-lwp-mediatypes 6.04-2
perl-mailtools 2.21-6
perl-net-http 6.22-2
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-robotrules 6.02-10
perl-xml-parser 2.46-4
phodav 2.5-2
piavpn-bin 3.3.1_06924-2
piawgcli 0.0.8-1
picom-jonaburg-git 0.1-5
pinentry 1.2.0-1
pipewire 1:0.3.56-1
pipewire-jack 1:0.3.56-1
pipewire-pulse 1:0.3.56-1
pixman 0.40.0-2
pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
pkgfile 21-2
playerctl 2.4.1-2
plex-media-player 2.58.1-3
plex-mpv-shim 1.10.3-2
polkit 121-1
polkit-dumb-agent-git r23.c65248e-1
polkit-explorer-git 15.fac8d70-3
polkit-qt5 0.114.0-1
polybar-git 3.6.3.r42.gf0dbb4cc-1
poppler 22.07.0-1
poppler-data 0.4.11-1
poppler-glib 22.07.0-1
poppler-qt5 22.07.0-1
popt 1.18-3
portaudio 1:19.7.0-1
portsmf 234-2
postgresql 14.3-3
postgresql-libs 14.3-3
postman-bin 9.25.0-1
potrace 1.16-2
powerline-fonts-git r202.e80e3eb-1
powershell-bin 7.2.5-1
powertop 2.14-1
procps-ng 3.3.17-1
protobuf 21.3-2
protobuf-c 1.4.1-1
psmisc 23.5-1
pugixml 1.12.1-1
pulseaudio-control 3.1.0-1
purpose 5.96.0-1
pv 1.6.20-2
pyload-ng 0.5.0b3.dev24-1
python 3.10.5-1
python-anytree 2.8.0-5
python-apipkg 2.1.1-1
python-appdirs 1.4.4-6
python-attrs 21.4.0-1
python-babel 2.10.3-1
python-beaker 1.11.0-8
python-beautifulsoup4 4.10.0-1
python-bitmath 1.3.3.1-1
python-brotli 1.0.9-8
python-cachecontrol 1:0.12.6-4
python-cachelib 0.8.0-2
python-cairo 1.21.0-1
python-certifi 2022.06.15-1
python-cffi 1.15.1-1
python-chardet 4.0.0-5
python-cheroot 8.6.0-2
python-click 8.1.3-1
python-colorama 0.4.5-1
python-commonmark 0.9.1-5
python-configargparse 1.5-3
python-contextlib2 21.6.0-1
python-cryptography 37.0.4-1
python-cycler 0.11.0-1
python-dateutil 2.8.2-4
python-dbusmock 0.28.1-1
python-decorator 5.1.1-1
python-distlib 0.3.5-1
python-distro 1.7.0-1
python-dlib 19.24-1
python-docopt 0.6.2-11
python-docutils 1:0.19-1
python-evdev 1.6.0-1
python-face_recognition 1.3.0-1
python-face_recognition_models 0.3.0-1
python-filetype 1.0.10-1
python-flask 2.1.2-1
python-flask-babel 2.0.0-5
python-flask-caching 1.10.1-3
python-flask-compress 1.12-1
python-flask-httpauth 4.7.0-1
python-flask-session 0.4.0-1
python-flask-themes2 1.0.0-1
python-fleep 1.0.1-1
python-fonttools 4.34.4-1
python-future 0.18.2-7
python-gobject 3.42.2-1
python-greenlet 1.1.2-3
python-html5lib 1.1-11
python-idna 3.3-4
python-ifaddr 0.2.0-1
python-imagesize 1.4.1-1
python-importlib-metadata 4.8.1-3
python-inflect 5.6.2-1
python-iniconfig 1.1.1-5
python-isodate 0.6.1-1
python-itsdangerous 2.1.2-2
python-jaraco.classes 3.2.2-1
python-jaraco.collections 3.5.1-2
python-jaraco.context 4.1.1-2
python-jaraco.functools 3.5.1-1
python-jaraco.itertools 6.2.1-2
python-jaraco.logging 3.1.1-2
python-jaraco.stream 3.0.3-2
python-jaraco.text 3.8.1-1
python-jellyfin-apiclient 1.8.1-1
python-jinja 1:3.1.2-2
python-js2py 0.71-3
python-jsonschema 3.2.0-6
python-kitchen 1.2.6-5
python-kiwisolver 1.4.3-1
python-libarchive-c 4.0-1
python-lxml 4.9.1-1
python-mako 1.1.6-3
python-markdown 3.4.1-1
python-markupsafe 2.1.1-1
python-matplotlib 3.5.2-1
python-more-itertools 8.13.0-2
python-mpv 1.0.1-1
python-mpv-jsonipc 1.1.13-1
python-msgpack 1.0.3-1
python-netifaces 0.11.0-3
python-nspektr 0.4.0-1
python-numpy 1.23.1-1
python-opencv 4.6.0-3
python-ordered-set 4.0.2-6
python-packaging 21.3-1
python-pep517 0.12.0-4
python-pillow 9.2.0-1
python-pip 22.1.2-1
python-platformdirs 2.5.1-1
python-pluggy 1.0.0-1
python-ply 3.11-10
python-progress 1.6-5
python-psutil 5.9.1-1
python-py 1.11.0-1
python-pycountry 22.3.5-1
python-pycparser 2.21-3
python-pycryptodome 3.15.0-1
python-pycryptodomex 3.12.0-1
python-pycurl 7.45.1-1
python-pygments 2.12.0-1
python-pyjsparser 2.7.1-9
python-pykka 3.1.1-1
python-pynvim 0.4.3-2
python-pyopenssl 22.0.0-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-1
python-pyqt5-sip 12.11.0-1
python-pyqt5-webengine 5.15.6-1
python-pyrsistent 0.18.1-1
python-pysocks 1.7.1-7
python-pytest 7.1.2-1
python-pytz 2022.1-1
python-pyudev 0.22-7
python-pywal 3.3.0-5
python-pyxdg 0.28-1
python-requests 2.27.1-1
python-requests-toolbelt 0.9.1-7
python-resolvelib 0.8.1-1
python-retrying 1.3.3-13
python-rich 12.5.1-1
python-scipy 1.8.1-1
python-semver 2.13.0-5
python-setuptools 1:61.3.1-1
python-simplejson 3.17.6-3
python-six 1.16.0-5
python-snowballstemmer 2.2.0-3
python-soupsieve 2.3.1-1
python-speaklater 1.3-11
python-sphinx 5.0.2-3
python-sphinx-alabaster-theme 0.7.12-9
python-sphinxcontrib-applehelp 1.0.2-8
python-sphinxcontrib-devhelp 1.0.2-8
python-sphinxcontrib-htmlhelp 2.0.0-3
python-sphinxcontrib-jsmath 1.0.1-11
python-sphinxcontrib-qthelp 1.0.3-8
python-sphinxcontrib-serializinghtml 1.1.5-3
python-tempora 5.0.2-1
python-tenacity 8.0.1-3
python-toml 0.10.2-7
python-tomli 2.0.1-1
python-tornado 6.1.0-5
python-tqdm 4.64.0-1
python-trove-classifiers 2022.7.22-1
python-typing_extensions 4.2.0-1
python-tzlocal 1:2.1-1
python-updog 1.4-1
python-urllib3 1.26.9-1
python-validate-pyproject 0.9-1
python-webencodings 0.5.1-9
python-websocket-client 1.3.3-2
python-werkzeug 2.1.2-1
python-xvfbwrapper 0.2.9-8
python-yaml 6.0-1
python-zeroconf 0.38.7-1
python-zipp 3.8.1-1
python-zstandard 0.18.0-1
python2 2.7.18-5
qca-qt5 2.3.4-3
qemu-audio-spice 7.0.0-10
qemu-base 7.0.0-10
qemu-block-curl 7.0.0-10
qemu-block-dmg 7.0.0-10
qemu-block-nfs 7.0.0-10
qemu-block-ssh 7.0.0-10
qemu-chardev-spice 7.0.0-10
qemu-common 7.0.0-10
qemu-hw-display-qxl 7.0.0-10
qemu-hw-display-virtio-gpu 7.0.0-10
qemu-hw-display-virtio-gpu-gl 7.0.0-10
qemu-hw-display-virtio-gpu-pci 7.0.0-10
qemu-hw-display-virtio-gpu-pci-gl 7.0.0-10
qemu-hw-display-virtio-vga 7.0.0-10
qemu-hw-display-virtio-vga-gl 7.0.0-10
qemu-hw-s390x-virtio-gpu-ccw 7.0.0-10
qemu-hw-usb-host 7.0.0-10
qemu-hw-usb-redirect 7.0.0-10
qemu-hw-usb-smartcard 7.0.0-10
qemu-img 7.0.0-10
qemu-pr-helper 7.0.0-10
qemu-system-x86 7.0.0-10
qemu-tools 7.0.0-10
qemu-ui-curses 7.0.0-10
qemu-ui-opengl 7.0.0-10
qemu-ui-spice-app 7.0.0-10
qemu-ui-spice-core 7.0.0-10
qemu-virtiofsd 7.0.0-10
qhull 2020.2-4
qpdf 10.6.3-1
qpwgraph 0.3.4-1
qt5-base 5.15.5+kde+r172-1
qt5-charts 5.15.5+kde+r1-1
qt5-declarative 5.15.5+kde+r19-1
qt5-graphicaleffects 5.15.5+kde+r0-1
qt5-location 5.15.5+kde+r3-1
qt5-multimedia 5.15.5+kde+r1-1
qt5-networkauth 5.15.5+kde+r0-1
qt5-quickcontrols 5.15.5+kde+r0-1
qt5-quickcontrols2 5.15.5+kde+r5-1
qt5-sensors 5.15.5+kde+r0-1
qt5-speech 5.15.5+kde+r1-1
qt5-svg 5.15.5+kde+r11-1
qt5-tools 5.15.5+kde+r1-3
qt5-translations 5.15.5+kde+r2-1
qt5-wayland 5.15.5+kde+r38-1
qt5-webchannel 5.15.5+kde+r3-1
qt5-webengine 5.15.10-2
qt5-webkit 5.212.0alpha4-15
qt5-websockets 5.15.5+kde+r3-1
qt5-x11extras 5.15.5+kde+r0-1
qt6-5compat 6.3.1-1
qt6-base 6.3.1-1
qt6-declarative 6.3.1-1
qt6-imageformats 6.3.1-1
qt6-svg 6.3.1-1
qt6-translations 6.3.1-1
qt6-wayland 6.3.1-1
qutebrowser 2.5.2-1
ragel 6.10-3
raptor 2.0.15-19
rasqal 1:0.9.33-5
rav1e 0.4.1-2
rawtherapee 1:5.8-3
rclone 1.59.0-1
re2 1:20220601-1
readline 8.1.002-1
realvnc-vnc-viewer 6.22.515-2
redland 1:1.0.17-8
redshift 1.12-5
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rnnoise 0.4.1-1
rofi 1.7.3-1
rofi-bluetooth-git r20.893db1f-1
rofi-wifi-menu-git 32.bd5f34f-1
rofimoji 5.5.0-1
rpm-tools 4.17.1-1
rsync 3.2.4-1
rtkit 0.13-2
rubberband 3.0.0-2
ruby 3.0.4-2
ruby-addressable 2.8.0-1
ruby-bundledgems 3.0.4-2
ruby-bundler 2.3.18-1
ruby-clocale 0.0.4-1
ruby-colorls 1.4.4-1
ruby-filesize 0.2.0-1
ruby-irb 1.4.1-1
ruby-json 2.6.2-1
ruby-manpages 0.6.1-4
ruby-minitest 5.15.0-1
ruby-power_assert 2.0.1-1
ruby-psych 4.0.4-2
ruby-public_suffix 4.0.7-1
ruby-rainbow 3.0.0-6
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-2
ruby-reline 0.3.1-1
ruby-rexml 3.2.5-1
ruby-stdlib 3.0.4-2
ruby-stringio 3.0.2-1
ruby-test-unit 3.5.3-1
ruby-unicode-display_width 2.2.0-1
rubygems 3.3.15-1
run-parts 5.5-1
runc 1.1.3-1
rust 1:1.62.1-1
rxvt-unicode-terminfo 9.30-1
samloader-git r40.b035aac-1
sbc 2.0-1
sbsigntools 0.9.4-1
scrot 1.7-1
sdl12-compat 1.2.52-2
sdl2 2.0.22-2
sdl_image 1.2.12-7
sdl_ttf 2.0.11-6
seabios 1.16.0-1
seahorse 1:42.0-1
sed 4.8-1
semver 7.3.7-1
serd 0.30.12-2
shaderc 2022.1-4
shadow 4.11.1-1
shared-mime-info 2.0+144+g13695c7-1
signal-cli 0.10.9-1
signal-desktop-beta-bin 5.51.0beta.1-1
signon-kwallet-extension 22.04.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
slang 2.3.2-2
sleuthkit 4.11.1-1
slop 7.5-7
smbclient 4.16.3-1
snappy 1.1.9-2
sof-firmware 2.2-1
solid 5.96.0-1
sonnet 5.96.0-1
sord 0.16.10-2
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
speedtest-cli 2.1.3-2
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.0-1
spice-gtk 0.41-2
spirv-llvm-translator 14.0.0.r57+g33898cef-1
spirv-tools 2022.1-1
spotify-tui-git 0.25.0.r15.gc4dcf6b-1
spotifyd 0.3.3-1
sqlite 3.39.1-1
squashfs-tools 4.5.1-1
sratom 0.6.10-3
srt 1.5.0-1
startup-notification 0.12-7
steam 1.0.0.74-1
strace 5.18-1
streamlink 4.2.0-1
sudo 1.9.11.p3-1
suil 0.10.12-2
suitesparse 5.12.0-1
supermin 5.3.2-1
svt-av1 1.1.0-1
syndication 5.96.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
systemd 251.3-1
systemd-libs 251.3-1
systemd-sysvcompat 251.3-1
taglib 1.12-1
talloc 2.3.4-1
tar 1.34-1
tbb 2021.5.0-2
tcl 8.6.12-3
tdb 1.4.7-1
tealdeer 1.5.0-1
teams 1.5.00.10453-1
teams-for-linux 1.0.24-1
telegram-desktop 4.0.2-4
tevent 1:0.12.1-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
thunderbird 91.11.0-1
tinyxml2 9.0.0-1
tk 8.6.12-1
tlp 1.5.0-5
tlp-rdw 1.5.0-5
tpm2-tss 3.2.0-1
tracker3 3.3.2-1
trash-cli 0.22.4.16-1
tree 2.0.2-1
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-ancient-fonts 2.60-2
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-fantasque-sans-mono 1.8.0-2
ttf-font-awesome 6.1.1-1
ttf-font-icons 1.1-3
ttf-icomoon-feather 1.0-1
ttf-iosevka-nerd 2.1.0-2
ttf-liberation 2.1.5-1
ttf-material-design-icons-git v6.6.96.r2.g0fe6681-1
ttf-material-icons-git 4.0.0.r43.g8825e59fa98-1
ttf-meslo-nerd-font-powerlevel10k 1.000-3
ttf-opensans 1.101-2
tuir 1.29.0-2
twolame 0.4.0-2
typora-free 0.11.18-2
tzdata 2022a-1
uchardet 0.0.7-1
udisks2 2.9.4-1
ungoogled-chromium 103.0.5060.134-1
unibilium 2.1.1-1
unixodbc 2.3.11-1
unrar 1:6.1.7-1
unzip 6.0-18
upd72020x-fw 20200826-3
upower 0.99.20-1
usbmuxd 1.1.1-1
usbredir 0.12.0-1
usbutils 014-2
uthash 2.3.0-1
util-linux 2.38-1
util-linux-libs 2.38-1
v4l-utils 1.22.1-1
vamp-plugin-sdk 2.10.0-1
vde2 2.3.3-1
veracrypt 1.25.9-3
vid.stab 1.1-3
vim 9.0.0000-1
vim-runtime 9.0.0000-1
virglrenderer 0.9.1-1
virt-install 4.0.0-1
virt-manager 4.0.0-1
virt-viewer 11.0-1
vmaf 2.3.1-1
volume_key 0.3.12-7
vscodium-git 1.68.1.r7.g3fa8eee-1
vte-common 0.68.0-2
vte3 0.68.0-2
vtk 9.1.0-19
vulkan-headers 1:1.3.221-1
vulkan-icd-loader 1.3.221-1
vulkan-intel 22.1.3-1
w3m 0.5.3.git20220409_1-1
wavpack 5.4.0-1
wayland 1.21.0-1
wd719x-firmware 1-7
webkit2gtk 2.36.4-2
webkit2gtk-4.1 2.36.4-2
webrtc-audio-processing 0.3.1-3
weechat 3.6-1
wget 1.21.3-1
which 2.21-5
wildmidi 0.4.4-1
wine 7.13-1
winetricks 20220411-1
wireguard-tools 1.0.20210914-1
wireless_tools 30.pre9-3
wireplumber 0.4.11-2
woff2 1.0.2-4
wolfssl 5.3.0-1
wpa_supplicant 2:2.10-4
wpebackend-fdo 1.12.0-2
wxwidgets-common 3.2.0-4
wxwidgets-gtk3 3.2.0-4
x11vnc 1:0.9.16-5
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xbindkeys 1.8.7-3
xbitmaps 1.1.2-3
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.14.5-1
xdg-desktop-portal-lxqt 0.2.0-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+21+g1a58bc2-1
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.1-1
xf86-input-mtrack-git 0.5.1.r1.g124b80f-1
xf86-video-fbdev 0.5.0-3
xf86-video-intel 1:2.99.917+916+g31486f40-2
xfsprogs 5.18.0-1
xkeyboard-config 2.36-2
xmlsec 1.2.34-1
xorg-fonts-encodings 1.0.6-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-server-devel 21.1.4-1
xorg-server-xvfb 21.1.4-1
xorg-setxkbmap 1.3.3-1
xorg-util-macros 1.19.3-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.3-4
xorg-xev 1.2.5-1
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.5-1
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-3
xorg-xwininfo 1.1.5-3
xorgproto 2022.1-1
xpadneo-dkms-git 0.9.r102.ga279cc4-1
xss-lock 0.3.0.g1e158fb20108-4
xterm 372-2
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.5-3
yajl 2.1.0-5
yara 4.2.1-1
yarn 1.22.19-1
yasm 1.3.0-5
yay-bin 11.2.0-1
yelp-tools 42.0-1
yelp-xsl 42.0-1
youtube-dl 2021.12.17-1
yt-dlp 2022.07.18-1
zenity 3.43.0-1
zeromq 4.3.4-2
zim 0.74.3-1
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.12-2
zoom 5.11.3-1
zsh 5.9-1
zstd 1.5.2-7
zziplib 0.13.72-1
